version,mode,call_index,pytest_node_id,iteration,action_id,destroy_name,repair_name,execution_phase,direct_caller_file,direct_caller_function,direct_caller_line,compact_stack_signature,state_business_fingerprint_before,state_business_fingerprint_after,state_object_type,unassigned_customer_ids,route_summary,sortie_summary,active_context_present,context_type,state_classification,checker_result,normalized_violation_signature,violations,rng_state_fingerprint_before,rng_state_fingerprint_after,objective_call_index,relative_order,relative_time_ns
current,paper_mode,11,tests/test_stage2e1_operator_modes.py::test_paper_search_work_matches_preimplementation_baseline,,,,,initial_solution,initial_solution.py,_candidate_sortie_is_feasible,849,alns_solver.py:run_c_alns > initial_solution.py:initial_solution > initial_solution.py:_apply_drone_sortie_for_customers > initial_solution.py:_best_drone_sortie_for_customers > initial_solution.py:_candidate_sortie_is_feasible,c967412e0348ea01671e9e4b1200c7d891682e3fa0addb5ace35c64a51110502,c967412e0348ea01671e9e4b1200c7d891682e3fa0addb5ace35c64a51110502,TVDState,"[10, 11, 14]","{""van_0"": [3, 9, 7, 6, 5, 13, 12, 3], ""van_1"": [3, 3]}","[{""customers"": [8], ""drone_id"": ""drone_0"", ""drone_waiting_time"": 0.0, ""launch"": 9, ""launch_position"": 1, ""launch_time"": 0.0, ""launch_van_id"": ""van_0"", ""recovery"": 9, ""recovery_position"": 1, ""recovery_time"": 0.0, ""recovery_van_id"": ""van_0"", ""same_node"": true, ""van_waiting_time"": 0.0}]",False,,initial-construction working copy,False,425fb0029d6ba016b440dee6e8817ec6cf4bb920890e03f938ddb9e98c2457dd,"[""unassigned customers remain: [10, 11, 14]""]",,,0,11,129499300
current,paper_mode,12,tests/test_stage2e1_operator_modes.py::test_paper_search_work_matches_preimplementation_baseline,,,,,initial_solution,initial_solution.py,_candidate_sortie_is_feasible,849,alns_solver.py:run_c_alns > initial_solution.py:initial_solution > initial_solution.py:_apply_drone_sortie_for_customers > initial_solution.py:_best_drone_sortie_for_customers > initial_solution.py:_candidate_sortie_is_feasible,93e013a21a6e718e5703dc2e424464c34804f0ba1e01496bf8499bc5ad4dc4b4,93e013a21a6e718e5703dc2e424464c34804f0ba1e01496bf8499bc5ad4dc4b4,TVDState,"[10, 11, 14]","{""van_0"": [3, 9, 7, 6, 5, 13, 12, 3], ""van_1"": [3, 3]}","[{""customers"": [8], ""drone_id"": ""drone_0"", ""drone_waiting_time"": 0.0, ""launch"": 9, ""launch_position"": 1, ""launch_time"": 0.0, ""launch_van_id"": ""van_0"", ""recovery"": 7, ""recovery_position"": 2, ""recovery_time"": 0.0, ""recovery_van_id"": ""van_0"", ""same_node"": false, ""van_waiting_time"": 0.0}]",False,,initial-construction working copy,False,425fb0029d6ba016b440dee6e8817ec6cf4bb920890e03f938ddb9e98c2457dd,"[""unassigned customers remain: [10, 11, 14]""]",,,0,12,140647200
current,paper_mode,13,tests/test_stage2e1_operator_modes.py::test_paper_search_work_matches_preimplementation_baseline,,,,,initial_solution,initial_solution.py,_candidate_sortie_is_feasible,849,alns_solver.py:run_c_alns > initial_solution.py:initial_solution > initial_solution.py:_apply_drone_sortie_for_customers > initial_solution.py:_best_drone_sortie_for_customers > initial_solution.py:_candidate_sortie_is_feasible,c79d55c129f68cf9af257fe9febefb354998f631d44fe1840ccad6a91c1862d4,c79d55c129f68cf9af257fe9febefb354998f631d44fe1840ccad6a91c1862d4,TVDState,"[10, 11, 14]","{""van_0"": [3, 9, 7, 6, 5, 13, 12, 3], ""van_1"": [3, 3]}","[{""customers"": [8], ""drone_id"": ""drone_0"", ""drone_waiting_time"": 0.0, ""launch"": 9, ""launch_position"": 1, ""launch_time"": 0.0, ""launch_van_id"": ""van_0"", ""recovery"": 6, ""recovery_position"": 3, ""recovery_time"": 0.0, ""recovery_van_id"": ""van_0"", ""same_node"": false, ""van_waiting_time"": 0.0}]",False,,initial-construction working copy,False,425fb0029d6ba016b440dee6e8817ec6cf4bb920890e03f938ddb9e98c2457dd,"[""unassigned customers remain: [10, 11, 14]""]",,,0,13,153579800
current,paper_mode,14,tests/test_stage2e1_operator_modes.py::test_paper_search_work_matches_preimplementation_baseline,,,,,initial_solution,initial_solution.py,_candidate_sortie_is_feasible,849,alns_solver.py:run_c_alns > initial_solution.py:initial_solution > initial_solution.py:_apply_drone_sortie_for_customers > initial_solution.py:_best_drone_sortie_for_customers > initial_solution.py:_candidate_sortie_is_feasible,94996759e2b0a204a3071d85f8740d4efeb2c6e2e95782bae9e52a908027d415,94996759e2b0a204a3071d85f8740d4efeb2c6e2e95782bae9e52a908027d415,TVDState,"[10, 11, 14]","{""van_0"": [3, 9, 7, 6, 5, 13, 12, 3], ""van_1"": [3, 3]}","[{""customers"": [8], ""drone_id"": ""drone_0"", ""drone_waiting_time"": 0.0, ""launch"": 9, ""launch_position"": 1, ""launch_time"": 0.0, ""launch_van_id"": ""van_0"", ""recovery"": 5, ""recovery_position"": 4, ""recovery_time"": 0.0, ""recovery_van_id"": ""van_0"", ""same_node"": false, ""van_waiting_time"": 0.0}]",False,,initial-construction working copy,False,425fb0029d6ba016b440dee6e8817ec6cf4bb920890e03f938ddb9e98c2457dd,"[""unassigned customers remain: [10, 11, 14]""]",,,0,14,165057100
current,paper_mode,15,tests/test_stage2e1_operator_modes.py::test_paper_search_work_matches_preimplementation_baseline,,,,,initial_solution,initial_solution.py,_candidate_sortie_is_feasible,849,alns_solver.py:run_c_alns > initial_solution.py:initial_solution > initial_solution.py:_apply_drone_sortie_for_customers > initial_solution.py:_best_drone_sortie_for_customers > initial_solution.py:_candidate_sortie_is_feasible,77b1a5bf9f5237612d3f71d94ab114d1a687c35bdfe41a61f9932978135ee842,77b1a5bf9f5237612d3f71d94ab114d1a687c35bdfe41a61f9932978135ee842,TVDState,"[10, 11, 14]","{""van_0"": [3, 9, 7, 6, 5, 13, 12, 3], ""van_1"": [3, 3]}","[{""customers"": [8], ""drone_id"": ""drone_0"", ""drone_waiting_time"": 0.0, ""launch"": 9, ""launch_position"": 1, ""launch_time"": 0.0, ""launch_van_id"": ""van_0"", ""recovery"": 13, ""recovery_position"": 5, ""recovery_time"": 0.0, ""recovery_van_id"": ""van_0"", ""same_node"": false, ""van_waiting_time"": 0.0}]",False,,initial-construction working copy,False,425fb0029d6ba016b440dee6e8817ec6cf4bb920890e03f938ddb9e98c2457dd,"[""unassigned customers remain: [10, 11, 14]""]",,,0,15,178890200
current,paper_mode,16,tests/test_stage2e1_operator_modes.py::test_paper_search_work_matches_preimplementation_baseline,,,,,initial_solution,initial_solution.py,_candidate_sortie_is_feasible,849,alns_solver.py:run_c_alns > initial_solution.py:initial_solution > initial_solution.py:_apply_drone_sortie_for_customers > initial_solution.py:_best_drone_sortie_for_customers > initial_solution.py:_candidate_sortie_is_feasible,98d01e1a9c3b587712c35d693ecc4a1c45fa6cb8716552323643d1d080775d8b,98d01e1a9c3b587712c35d693ecc4a1c45fa6cb8716552323643d1d080775d8b,TVDState,"[10, 11, 14]","{""van_0"": [3, 9, 7, 6, 5, 13, 12, 3], ""van_1"": [3, 3]}","[{""customers"": [8], ""drone_id"": ""drone_0"", ""drone_waiting_time"": 0.0, ""launch"": 9, ""launch_position"": 1, ""launch_time"": 0.0, ""launch_van_id"": ""van_0"", ""recovery"": 12, ""recovery_position"": 6, ""recovery_time"": 0.0, ""recovery_van_id"": ""van_0"", ""same_node"": false, ""van_waiting_time"": 0.0}]",False,,initial-construction working copy,False,425fb0029d6ba016b440dee6e8817ec6cf4bb920890e03f938ddb9e98c2457dd,"[""unassigned customers remain: [10, 11, 14]""]",,,0,16,192574200
current,paper_mode,17,tests/test_stage2e1_operator_modes.py::test_paper_search_work_matches_preimplementation_baseline,,,,,initial_solution,initial_solution.py,_candidate_sortie_is_feasible,849,alns_solver.py:run_c_alns > initial_solution.py:initial_solution > initial_solution.py:_apply_drone_sortie_for_customers > initial_solution.py:_best_drone_sortie_for_customers > initial_solution.py:_candidate_sortie_is_feasible,3b8cc1e12c2d39901543da1cc396d35e4ddaba5a7227e4b2424253648062acf0,3b8cc1e12c2d39901543da1cc396d35e4ddaba5a7227e4b2424253648062acf0,TVDState,"[10, 11, 14]","{""van_0"": [3, 9, 7, 6, 5, 13, 12, 3], ""van_1"": [3, 3]}","[{""customers"": [8], ""drone_id"": ""drone_0"", ""drone_waiting_time"": 0.0, ""launch"": 9, ""launch_position"": 1, ""launch_time"": 0.0, ""launch_van_id"": ""van_0"", ""recovery"": 3, ""recovery_position"": 7, ""recovery_time"": 0.0, ""recovery_van_id"": ""van_0"", ""same_node"": false, ""van_waiting_time"": 0.0}]",False,,initial-construction working copy,False,425fb0029d6ba016b440dee6e8817ec6cf4bb920890e03f938ddb9e98c2457dd,"[""unassigned customers remain: [10, 11, 14]""]",,,0,17,206117500
current,paper_mode,18,tests/test_stage2e1_operator_modes.py::test_paper_search_work_matches_preimplementation_baseline,,,,,initial_solution,initial_solution.py,_candidate_sortie_is_feasible,849,alns_solver.py:run_c_alns > initial_solution.py:initial_solution > initial_solution.py:_apply_drone_sortie_for_customers > initial_solution.py:_best_drone_sortie_for_customers > initial_solution.py:_candidate_sortie_is_feasible,758662ce1d378e6aac61116845c315e9bfda7eb4f0df15245e758bb71a9aa1cc,758662ce1d378e6aac61116845c315e9bfda7eb4f0df15245e758bb71a9aa1cc,TVDState,"[10, 11, 14]","{""van_0"": [3, 9, 7, 6, 5, 13, 12, 3], ""van_1"": [3, 3]}","[{""customers"": [8], ""drone_id"": ""drone_0"", ""drone_waiting_time"": 0.0, ""launch"": 9, ""launch_position"": 1, ""launch_time"": 0.0, ""launch_van_id"": ""van_0"", ""recovery"": 3, ""recovery_position"": 0, ""recovery_time"": 0.0, ""recovery_van_id"": ""van_1"", ""same_node"": false, ""van_waiting_time"": 0.0}]",False,,initial-construction working copy,False,425fb0029d6ba016b440dee6e8817ec6cf4bb920890e03f938ddb9e98c2457dd,"[""unassigned customers remain: [10, 11, 14]""]",,,0,18,219262000
current,paper_mode,19,tests/test_stage2e1_operator_modes.py::test_paper_search_work_matches_preimplementation_baseline,,,,,initial_solution,initial_solution.py,_candidate_sortie_is_feasible,849,alns_solver.py:run_c_alns > initial_solution.py:initial_solution > initial_solution.py:_apply_drone_sortie_for_customers > initial_solution.py:_best_drone_sortie_for_customers > initial_solution.py:_candidate_sortie_is_feasible,856260a4fca63bdcf5162718f3b372ff772567d6e4823ef27c476be269bc55a7,856260a4fca63bdcf5162718f3b372ff772567d6e4823ef27c476be269bc55a7,TVDState,"[10, 11, 14]","{""van_0"": [3, 9, 7, 6, 5, 13, 12, 3], ""van_1"": [3, 3]}","[{""customers"": [8], ""drone_id"": ""drone_0"", ""drone_waiting_time"": 0.0, ""launch"": 9, ""launch_position"": 1, ""launch_time"": 0.0, ""launch_van_id"": ""van_0"", ""recovery"": 3, ""recovery_position"": 1, ""recovery_time"": 0.0, ""recovery_van_id"": ""van_1"", ""same_node"": false, ""van_waiting_time"": 0.0}]",False,,initial-construction working copy,False,425fb0029d6ba016b440dee6e8817ec6cf4bb920890e03f938ddb9e98c2457dd,"[""unassigned customers remain: [10, 11, 14]""]",,,0,19,229322800
current,paper_mode,20,tests/test_stage2e1_operator_modes.py::test_paper_search_work_matches_preimplementation_baseline,,,,,initial_solution,initial_solution.py,_candidate_sortie_is_feasible,849,alns_solver.py:run_c_alns > initial_solution.py:initial_solution > initial_solution.py:_apply_drone_sortie_for_customers > initial_solution.py:_best_drone_sortie_for_customers > initial_solution.py:_candidate_sortie_is_feasible,e6cf1c105b9e84764d283f9922d1fda8e1fe37268ac214ff6fd39f37d3381718,e6cf1c105b9e84764d283f9922d1fda8e1fe37268ac214ff6fd39f37d3381718,TVDState,"[10, 11, 14]","{""van_0"": [3, 9, 7, 6, 5, 13, 12, 3], ""van_1"": [3, 3]}","[{""customers"": [8], ""drone_id"": ""drone_0"", ""drone_waiting_time"": 0.0, ""launch"": 7, ""launch_position"": 2, ""launch_time"": 0.0, ""launch_van_id"": ""van_0"", ""recovery"": 7, ""recovery_position"": 2, ""recovery_time"": 0.0, ""recovery_van_id"": ""van_0"", ""same_node"": true, ""van_waiting_time"": 0.0}]",False,,initial-construction working copy,False,425fb0029d6ba016b440dee6e8817ec6cf4bb920890e03f938ddb9e98c2457dd,"[""unassigned customers remain: [10, 11, 14]""]",,,0,20,243231100
current,paper_mode,21,tests/test_stage2e1_operator_modes.py::test_paper_search_work_matches_preimplementation_baseline,,,,,initial_solution,initial_solution.py,_candidate_sortie_is_feasible,849,alns_solver.py:run_c_alns > initial_solution.py:initial_solution > initial_solution.py:_apply_drone_sortie_for_customers > initial_solution.py:_best_drone_sortie_for_customers > initial_solution.py:_candidate_sortie_is_feasible,6a0a36525cc230ad913de4f1fc97421e63cc3f0df1060185670e4aa69a39b99a,6a0a36525cc230ad913de4f1fc97421e63cc3f0df1060185670e4aa69a39b99a,TVDState,"[10, 11, 14]","{""van_0"": [3, 9, 7, 6, 5, 13, 12, 3], ""van_1"": [3, 3]}","[{""customers"": [8], ""drone_id"": ""drone_0"", ""drone_waiting_time"": 0.0, ""launch"": 7, ""launch_position"": 2, ""launch_time"": 0.0, ""launch_van_id"": ""van_0"", ""recovery"": 6, ""recovery_position"": 3, ""recovery_time"": 0.0, ""recovery_van_id"": ""van_0"", ""same_node"": false, ""van_waiting_time"": 0.0}]",False,,initial-construction working copy,False,425fb0029d6ba016b440dee6e8817ec6cf4bb920890e03f938ddb9e98c2457dd,"[""unassigned customers remain: [10, 11, 14]""]",,,0,21,255148100
current,paper_mode,22,tests/test_stage2e1_operator_modes.py::test_paper_search_work_matches_preimplementation_baseline,,,,,initial_solution,initial_solution.py,_candidate_sortie_is_feasible,849,alns_solver.py:run_c_alns > initial_solution.py:initial_solution > initial_solution.py:_apply_drone_sortie_for_customers > initial_solution.py:_best_drone_sortie_for_customers > initial_solution.py:_candidate_sortie_is_feasible,9fc3c4d403bad937b2d153928e149c7a6ca9ce3faee6a0b4722513eee33ce09d,9fc3c4d403bad937b2d153928e149c7a6ca9ce3faee6a0b4722513eee33ce09d,TVDState,"[10, 11, 14]","{""van_0"": [3, 9, 7, 6, 5, 13, 12, 3], ""van_1"": [3, 3]}","[{""customers"": [8], ""drone_id"": ""drone_0"", ""drone_waiting_time"": 0.0, ""launch"": 7, ""launch_position"": 2, ""launch_time"": 0.0, ""launch_van_id"": ""van_0"", ""recovery"": 5, ""recovery_position"": 4, ""recovery_time"": 0.0, ""recovery_van_id"": ""van_0"", ""same_node"": false, ""van_waiting_time"": 0.0}]",False,,initial-construction working copy,False,425fb0029d6ba016b440dee6e8817ec6cf4bb920890e03f938ddb9e98c2457dd,"[""unassigned customers remain: [10, 11, 14]""]",,,0,22,267912500
